Date,price,previous_close,signal,quantity,invested_money,returns,returns_in_per,cumulative_returns,cumulative_returns_in_per
7/1/2019,1097.949951,1080.910034,1,2,2122.579956,34.079834,0.01576441745,73.319946,3.454284292
7/2/2019,1111.25,1097.949951,0,2,2122.579956,26.600098,0.01211352939,99.920044,4.707480805
7/3/2019,1121.579956,1111.25,0,2,2122.579956,20.659912,0.009295798425,120.579956,5.68082044
7/5/2019,1131.589966,1121.579956,0,2,2122.579956,20.02002,0.008924918769,140.599976,6.624013178
7/8/2019,1116.349976,1131.589966,0,2,2122.579956,-30.47998,-0.013467767,110.119996,5.188025812
7/9/2019,1124.829956,1116.349976,0,2,2122.579956,16.95996,0.00759616624,127.079956,5.987051543
7/10/2019,1140.47998,1124.829956,0,2,2122.579956,31.300048,0.01391323543,158.380004,7.461674344
7/11/2019,1144.209961,1140.47998,0,2,2122.579956,7.459962,0.003270536147,165.839966,7.813131634
7/12/2019,1144.900024,1144.209961,0,2,2122.579956,1.380126,0.0006030912363,167.220092,7.878152789
7/15/2019,1150.339966,1144.900024,0,2,2122.579956,10.879884,0.004751455923,178.099976,8.390731077
7/16/2019,1153.579956,1150.339966,0,2,2122.579956,6.47998,0.002816549973,184.579956,8.696018988
7/17/2019,1146.349976,1153.579956,0,2,2122.579956,-14.45996,-0.006267428593,170.119996,8.01477445
7/18/2019,1146.329956,1146.349976,0,2,2122.579956,-0.04004,-1.75E-05,170.079956,8.012888067
7/19/2019,1130.099976,1146.329956,0,2,2122.579956,-32.45996,-0.01415820979,137.619996,6.483618938
7/22/2019,1138.069946,1130.099976,0,2,2122.579956,15.93994,0.007052446836,153.559936,7.234588999
7/23/2019,1146.209961,1138.069946,0,2,2122.579956,16.28003,0.007152473386,169.839966,8.001581543
7/24/2019,1137.810059,1146.209961,0,2,2122.579956,-16.799804,-0.007328414763,153.040162,7.210101159
7/25/2019,1132.119995,1137.810059,0,2,2122.579956,-11.380128,-0.005000890926,141.660034,6.673955137
7/26/2019,1250.410034,1132.119995,1,2,2122.579956,236.580078,0.1044854252,378.240112,17.81982869
7/29/2019,1239.410034,1250.410034,0,2,2122.579956,-22,-0.008797114307,356.240112,16.78335419
7/30/2019,1225.140015,1239.410034,0,2,2122.579956,-28.540038,-0.01151355775,327.700074,15.4387623
7/31/2019,1216.680054,1225.140015,0,2,2122.579956,-16.919922,-0.00690530135,310.780152,14.64162286
8/1/2019,1209.01001,1216.680054,0,2,2122.579956,-15.340088,-0.006304076388,295.440064,13.91891331
8/2/2019,1193.98999,1209.01001,0,2,2122.579956,-30.04004,-0.01242340417,265.400024,12.50365261
8/5/2019,1152.319946,1193.98999,-1,2,2122.579956,-83.340088,-0.03489982692,182.059936,8.577294603
8/6/2019,1169.949951,1152.319946,1,4,4427.219848,70.52002,0.01529957462,252.579956,5.705159551
8/7/2019,1173.98999,1169.949951,0,4,4427.219848,16.160156,0.003453172502,268.740112,6.070177701
8/8/2019,1204.800049,1173.98999,1,4,4427.219848,123.240236,0.02624388561,391.980348,8.853871311
8/9/2019,1188.01001,1204.800049,0,4,4427.219848,-67.160156,-0.01393595478,324.820192,7.336888683
8/12/2019,1174.709961,1188.01001,0,4,4427.219848,-53.200196,-0.01119523311,271.619996,6.135227193
8/13/2019,1197.27002,1174.709961,1,4,4427.219848,90.240236,0.01920479076,361.860232,8.173532023
8/14/2019,1164.290039,1197.27002,-1,4,4427.219848,-131.919924,-0.02754598415,229.940308,5.193785624
8/15/2019,1167.26001,1164.290039,0,8,9084.380004,23.759768,0.002550885862,253.700076,2.792706557
8/16/2019,1177.599976,1167.26001,0,8,9084.380004,82.719728,0.008858322834,336.419804,3.703277536
8/19/2019,1198.449951,1177.599976,1,8,9084.380004,166.7998,0.01770548185,503.219604,5.539394034
8/20/2019,1182.689941,1198.449951,0,8,9084.380004,-126.08008,-0.01315032804,377.139524,4.151516381
8/21/2019,1191.25,1182.689941,0,8,9084.380004,68.480472,0.007237787947,445.619996,4.905342971
8/22/2019,1189.530029,1191.25,0,8,9084.380004,-13.759768,-0.001443837146,431.860228,4.75387674
8/23/2019,1151.290039,1189.530029,-1,8,9084.380004,-305.91992,-0.03214714136,125.940308,1.386339056
8/26/2019,1168.890015,1151.290039,1,16,18294.70032,281.599616,0.01528717821,407.539924,2.227639245
8/27/2019,1167.839966,1168.890015,0,16,18294.70032,-16.800784,-0.0008983300281,390.73914,2.135805087
8/28/2019,1171.02002,1167.839966,0,16,18294.70032,50.880864,0.002723022069,441.620004,2.413923138
8/29/2019,1192.849976,1171.02002,1,16,18294.70032,349.279296,0.01864182988,790.8993,4.323106071
8/30/2019,1188.099976,1192.849976,0,16,18294.70032,-76,-0.003982059853,714.8993,3.907685218
9/3/2019,1168.390015,1188.099976,-1,16,18294.70032,-315.359376,-0.01658948018,399.539924,2.183910734
9/4/2019,1181.410034,1168.390015,0,32,36988.94056,416.640608,0.01114355552,816.180532,2.206552877
9/5/2019,1211.380005,1181.410034,1,32,36988.94056,959.039072,0.02536796721,1775.219604,4.799325359
9/6/2019,1204.930054,1211.380005,0,32,36988.94056,-206.398432,-0.005324465464,1568.821172,4.24132497
9/9/2019,1204.410034,1204.930054,0,32,36988.94056,-16.64064,-0.0004315769187,1552.180532,4.19633682
9/10/2019,1206,1204.410034,0,32,36988.94056,50.878912,0.001320120188,1603.059444,4.333888508
9/11/2019,1220.170044,1206,0,32,36988.94056,453.441408,0.01174962189,2056.500852,5.559772248
9/12/2019,1234.25,1220.170044,0,32,36988.94056,450.558592,0.01153933918,2507.059444,6.777862265
9/13/2019,1239.560059,1234.25,0,32,36988.94056,169.921888,0.004302255621,2676.981332,7.237247923
9/16/2019,1231.300049,1239.560059,0,32,36988.94056,-264.32032,-0.006663662595,2412.661012,6.522655085
9/17/2019,1229.150024,1231.300049,0,32,36988.94056,-68.8008,-0.001746142219,2343.860212,6.336651379
9/18/2019,1232.410034,1229.150024,0,32,36988.94056,104.32032,0.002652247436,2448.180532,6.61868249
9/19/2019,1238.709961,1232.410034,0,32,36988.94056,201.597664,0.005111875777,2649.778196,7.163703951
9/20/2019,1229.930054,1238.709961,0,32,36988.94056,-280.957024,-0.007087944133,2368.821172,6.404133604
9/23/2019,1234.030029,1229.930054,0,32,36988.94056,131.1992,0.003333502573,2500.020372,6.758832057
9/24/2019,1218.76001,1234.030029,0,32,36988.94056,-488.640608,-0.0123741065,2011.379764,5.4377869
9/25/2019,1246.52002,1218.76001,1,32,36988.94056,888.32032,0.02277725703,2899.700084,7.839370472
9/26/2019,1241.390015,1246.52002,0,32,36988.94056,-164.16016,-0.004115461379,2735.539924,7.395561708
9/27/2019,1225.089966,1241.390015,0,32,36988.94056,-521.601568,-0.0131304818,2213.938356,5.98540624
9/30/2019,1219,1225.089966,0,32,36988.94056,-194.878912,-0.004971035735,2019.059444,5.458548998
10/1/2019,1205.099976,1219,0,32,36988.94056,-444.800768,-0.01140280886,1574.258676,4.256025321
10/2/2019,1176.630005,1205.099976,-1,32,36988.94056,-911.039072,-0.02362457188,663.219604,1.793021357
10/3/2019,1187.829956,1176.630005,0,64,74641.10072,716.796864,0.00951866853,1380.016468,1.848869396
10/4/2019,1209,1187.829956,1,64,74641.10072,1354.882816,0.01782245337,2734.899284,3.664066121
10/7/2019,1207.680054,1209,0,64,74641.10072,-84.476544,-0.001091766749,2650.42274,3.550889141
10/8/2019,1189.130005,1207.680054,-1,64,74641.10072,-1187.203136,-0.01536006903,1463.219604,1.960340335
10/9/2019,1202.310059,1189.130005,0,128,150745.421,1687.046912,0.01108377885,3150.266516,2.089792509
10/10/2019,1208.670044,1202.310059,0,128,150745.421,814.07808,0.005289804367,3964.344596,2.629827539
10/11/2019,1215.449951,1208.670044,0,128,150745.421,867.828096,0.00560939442,4832.172692,3.205518721
10/14/2019,1217.140015,1215.449951,0,128,150745.421,216.328192,0.001390484239,5048.500884,3.349024368
10/15/2019,1243.01001,1217.140015,1,128,150745.421,3311.35936,0.02125474036,8359.860244,5.545681047
10/16/2019,1243.640015,1243.01001,0,128,150745.421,80.64064,0.0005068382354,8440.500884,5.599175634
10/17/2019,1253.069946,1243.640015,0,128,150745.421,1207.031168,0.007582524594,9647.532052,6.39988398
10/18/2019,1245.48999,1253.069946,0,128,150745.421,-970.234368,-0.006049108451,8677.297684,5.756259543
10/21/2019,1246.150024,1245.48999,0,128,150745.421,84.484352,0.000529939225,8761.782036,5.812303933
10/22/2019,1242.800049,1246.150024,0,128,150745.421,-428.7968,-0.002688259789,8332.985236,5.527852971
10/23/2019,1259.130005,1242.800049,0,128,150745.421,2090.234368,0.01313964866,10423.2196,6.914451883
10/24/2019,1260.98999,1259.130005,0,128,150745.421,238.07808,0.001477198536,10661.29768,7.072385755
10/25/2019,1265.130005,1260.98999,0,128,150745.421,529.92192,0.003283146601,11191.2196,7.423920095
10/28/2019,1290,1265.130005,1,128,150745.421,3183.35936,0.01965805483,14374.57896,9.535665405
10/29/2019,1262.619995,1290,-1,128,150745.421,-3504.64064,-0.02122481008,10869.93832,7.21079171
10/30/2019,1261.290039,1262.619995,0,256,312360.7804,-340.468736,-0.001053330381,10529.46959,3.370932028
10/31/2019,1260.109985,1261.290039,0,256,312360.7804,-302.093824,-0.0009355928958,10227.37576,3.274218918
11/1/2019,1273.73999,1260.109985,0,256,312360.7804,3489.28128,0.01081652012,13716.65704,4.391286584
11/4/2019,1291.369995,1273.73999,0,256,312360.7804,4513.28128,0.01384113331,18229.93832,5.836180298
11/5/2019,1292.030029,1291.369995,0,256,312360.7804,168.968704,0.0005111114573,18398.90703,5.890274382
11/6/2019,1291.800049,1292.030029,0,256,312360.7804,-58.87488,-0.0001779989589,18340.03215,5.871426024
11/7/2019,1308.859985,1291.800049,0,256,312360.7804,4367.343616,0.01320632865,22707.37576,7.269598871
11/8/2019,1311.369995,1308.859985,0,256,312360.7804,642.56256,0.001917707034,23349.93832,7.475310535
11/11/2019,1299.189941,1311.369995,0,256,312360.7804,-3118.093824,-0.009288037736,20231.8445,6.477075795
11/12/2019,1298.800049,1299.189941,0,256,312360.7804,-99.812352,-0.0003001039245,20132.03215,6.445121607
11/13/2019,1298,1298.800049,0,256,312360.7804,-204.812544,-0.0006159908915,19927.2196,6.379552381
11/14/2019,1311.459961,1298,0,256,312360.7804,3445.750016,0.01036976965,23372.96962,7.482683834
11/15/2019,1334.869995,1311.459961,1,256,312360.7804,5992.968704,0.0178503612,29365.93832,9.401288563
11/18/2019,1320.699951,1334.869995,0,256,312360.7804,-3627.531264,-0.01061529891,25738.40706,8.239961184
11/19/2019,1315.459961,1320.699951,0,256,312360.7804,-1341.43744,-0.003967585519,24396.96962,7.810509882
11/20/2019,1303.050049,1315.459961,0,256,312360.7804,-3176.937472,-0.009433895647,21220.03215,6.793436782
11/21/2019,1301.349976,1303.050049,0,256,312360.7804,-435.218688,-0.001304687415,20784.81346,6.654104729
11/22/2019,1295.339966,1301.349976,0,256,312360.7804,-1538.56256,-0.004618288785,19246.2509,6.161545273
11/25/2019,1306.689941,1295.339966,0,256,312360.7804,2905.5936,0.0087621592,22151.8445,7.091749634
11/26/2019,1313.550049,1306.689941,0,256,312360.7804,1756.187648,0.00524998914,23908.03215,7.653980156
11/27/2019,1312.98999,1313.550049,0,256,312360.7804,-143.375104,-0.0004263705067,23764.65704,7.608079674
11/29/2019,1304.959961,1312.98999,0,256,312360.7804,-2055.687424,-0.006115834135,21708.96962,6.949966507
12/2/2019,1289.920044,1304.959961,0,256,312360.7804,-3850.218752,-0.01152519422,17858.75087,5.717347372
12/3/2019,1295.280029,1289.920044,0,256,312360.7804,1372.15616,0.004155284682,19230.90703,6.156633046
12/4/2019,1320.540039,1295.280029,1,256,312360.7804,6466.56256,0.01950158223,25697.46959,8.226855355
12/5/2019,1328.130005,1320.540039,0,256,312360.7804,1943.031296,0.005747622772,27640.50088,8.848902493
12/6/2019,1340.619995,1328.130005,0,256,312360.7804,3197.43744,0.009404192325,30837.93832,9.872538507
12/9/2019,1343.560059,1340.619995,0,256,312360.7804,752.656384,0.002193062919,31590.59471,10.1134959
12/10/2019,1344.660034,1343.560059,0,256,312360.7804,281.5936,0.0008187017712,31872.18831,10.20364601
12/11/2019,1345.02002,1344.660034,0,256,312360.7804,92.156416,0.0002677152521,31964.34472,10.23314921
12/12/2019,1350.27002,1345.02002,0,256,312360.7804,1344,0.003903287625,33308.34472,10.66342089
12/13/2019,1347.829956,1350.27002,0,256,312360.7804,-624.656384,-0.001807093369,32683.68834,10.46344176
12/16/2019,1361.170044,1347.829956,0,256,312360.7804,3415.062528,0.009897456234,36098.75087,11.55674884
12/17/2019,1355.119995,1361.170044,0,256,312360.7804,-1548.812544,-0.004444741512,34549.93832,11.06090793
12/18/2019,1352.619995,1355.119995,0,256,312360.7804,-640,-0.001844855075,33909.93832,10.85601665
12/19/2019,1356.040039,1352.619995,0,256,312360.7804,875.531264,0.002528458852,34785.46959,11.13631153
12/20/2019,1349.589966,1356.040039,0,256,312360.7804,-1651.218688,-0.004756550555,33134.2509,10.60768604
12/23/2019,1348.839966,1349.589966,0,256,312360.7804,-192,-0.0005557243451,32942.2509,10.54621866
12/24/2019,1343.560059,1348.839966,0,256,312360.7804,-1351.656192,-0.00391440581,31590.59471,10.1134959
12/26/2019,1360.400024,1343.560059,0,256,312360.7804,4311.03104,0.01253383865,35901.62575,11.49364069
12/27/2019,1351.890015,1360.400024,0,256,312360.7804,-2178.562304,-0.00625551959,33723.06344,10.79619003
12/30/2019,1336.140015,1351.890015,0,256,312360.7804,-4032,-0.01165035604,29691.06344,9.505374973
12/31/2019,1337.02002,1336.140015,0,256,312360.7804,225.28128,0.0006586173531,29916.34472,9.577497113
